Distance,Time,yyyy-mm-dd_HH-MM-SS
4647.026,447.21399,2024-07-16_22-10-04
4687.4302,447.97287,2024-07-16_22-10-05
4635.769,448.75046,2024-07-16_22-10-05
4647.5662,449.5036,2024-07-16_22-10-06
4652.9388,450.274,2024-07-16_22-10-07
4629.7333,451.04793,2024-07-16_22-10-08
4639.262,451.81422,2024-07-16_22-10-08
4632.5993,452.58023,2024-07-16_22-10-09
4612.3238,453.35156,2024-07-16_22-10-10
4656.035,454.1074,2024-07-16_22-10-11
4624.1016,454.87925,2024-07-16_22-10-11
4679.6053,455.65524,2024-07-16_22-10-12
4671.6326,456.41383,2024-07-16_22-10-13
4572.5479,457.18993,2024-07-16_22-10-14
4638.533,457.94779,2024-07-16_22-10-15
4640.8266,458.72109,2024-07-16_22-10-15
4653.4251,459.47949,2024-07-16_22-10-16
4626.5097,460.24965,2024-07-16_22-10-17
4702.4153,461.02251,2024-07-16_22-10-18
4682.8633,461.78913,2024-07-16_22-10-18
4713.2416,462.54988,2024-07-16_22-10-19
4729.9831,463.32325,2024-07-16_22-10-20
4748.3887,464.0833,2024-07-16_22-10-21
4802.6178,464.85853,2024-07-16_22-10-21
4831.2137,465.62926,2024-07-16_22-10-22
4818.2611,466.39584,2024-07-16_22-10-23
4823.0579,467.15629,2024-07-16_22-10-24
4763.0342,467.92976,2024-07-16_22-10-25
4801.2475,468.68468,2024-07-16_22-10-25
4732.3425,469.45457,2024-07-16_22-10-26
4794.373,470.22206,2024-07-16_22-10-27
4744.0204,470.98168,2024-07-16_22-10-28
4768.0051,471.75583,2024-07-16_22-10-28
4774.1236,472.52966,2024-07-16_22-10-29
4786.0041,473.28514,2024-07-16_22-10-30
4751.3302,474.04831,2024-07-16_22-10-31
4709.7964,474.82073,2024-07-16_22-10-31
4767.7262,475.59134,2024-07-16_22-10-32
4798.9194,476.34679,2024-07-16_22-10-33
4803.7889,477.11747,2024-07-16_22-10-34
4827.8489,477.89079,2024-07-16_22-10-34
4768.3691,478.64526,2024-07-16_22-10-35
4843.0516,479.41861,2024-07-16_22-10-36
4793.9943,480.19036,2024-07-16_22-10-37
4827.4665,480.95653,2024-07-16_22-10-38
4885.3277,481.71605,2024-07-16_22-10-38
4924.8774,482.48828,2024-07-16_22-10-39
4933.5714,483.26182,2024-07-16_22-10-40
4824.894,484.03145,2024-07-16_22-10-41
4827.2707,484.78996,2024-07-16_22-10-41
4822.5329,485.564,2024-07-16_22-10-42
4833.0163,486.31933,2024-07-16_22-10-43
4864.7167,487.09384,2024-07-16_22-10-44
4815.4056,487.84989,2024-07-16_22-10-44
4901.1053,488.61835,2024-07-16_22-10-45
4933.4671,489.38993,2024-07-16_22-10-46
4809.4486,490.15801,2024-07-16_22-10-47
4833.5803,490.93134,2024-07-16_22-10-48
4860.4126,491.69128,2024-07-16_22-10-48
4774.1285,492.46304,2024-07-16_22-10-49
4882.033,493.21727,2024-07-16_22-10-50
4832.9311,493.99247,2024-07-16_22-10-51
4798.745,494.75346,2024-07-16_22-10-51
4834.7028,495.52794,2024-07-16_22-10-52
4765.741,496.28544,2024-07-16_22-10-53
4758.2495,497.06015,2024-07-16_22-10-54
4780.3764,497.81637,2024-07-16_22-10-54
4753.1847,498.58624,2024-07-16_22-10-55
4787.4029,499.3589,2024-07-16_22-10-56
4748.7693,500.11674,2024-07-16_22-10-57
4754.5772,500.88923,2024-07-16_22-10-57
4789.3731,501.66112,2024-07-16_22-10-58
4821.9191,502.4182,2024-07-16_22-10-59
4849.3086,503.19273,2024-07-16_22-11-00
4876.4572,503.9519,2024-07-16_22-11-01
4863.132,504.72277,2024-07-16_22-11-01
4861.7008,505.49248,2024-07-16_22-11-02
4837.652,506.25156,2024-07-16_22-11-03
4855.2724,507.02023,2024-07-16_22-11-04
4806.7346,507.79369,2024-07-16_22-11-04
4794.82,508.55045,2024-07-16_22-11-05
4852.5992,509.31951,2024-07-16_22-11-06
4829.931,510.07959,2024-07-16_22-11-07
4800.3448,510.8471,2024-07-16_22-11-07
4821.9196,511.62238,2024-07-16_22-11-08
4849.379,512.38129,2024-07-16_22-11-09
4870.6843,513.15772,2024-07-16_22-11-10
4824.9174,513.91898,2024-07-16_22-11-10
4840.989,514.68898,2024-07-16_22-11-11
4848.8332,515.46062,2024-07-16_22-11-12
4849.199,516.22165,2024-07-16_22-11-13
4822.3467,516.98103,2024-07-16_22-11-14
4817.5983,517.75327,2024-07-16_22-11-14
4812.1033,518.5248,2024-07-16_22-11-15
4907.735,519.28386,2024-07-16_22-11-16
4863.2407,520.05236,2024-07-16_22-11-17
4885.8929,520.82059,2024-07-16_22-11-17
4882.5598,521.59387,2024-07-16_22-11-18
4908.5876,522.34947,2024-07-16_22-11-19
4894.5994,523.12279,2024-07-16_22-11-20
4928.0585,523.88421,2024-07-16_22-11-20
4920.9338,524.66129,2024-07-16_22-11-21
4862.5363,525.42308,2024-07-16_22-11-22
4892.3952,526.18026,2024-07-16_22-11-23
4943.2443,526.95327,2024-07-16_22-11-24
4916.7781,527.72681,2024-07-16_22-11-24
4975.7805,528.48655,2024-07-16_22-11-25
5012.762,529.26042,2024-07-16_22-11-26
5017.3779,530.01546,2024-07-16_22-11-27
5031.7516,530.79239,2024-07-16_22-11-27
5050.828,531.56267,2024-07-16_22-11-28
5003.2178,532.323,2024-07-16_22-11-29
5112.5997,533.09484,2024-07-16_22-11-30
5042.4414,533.85547,2024-07-16_22-11-30
5064.6141,534.62885,2024-07-16_22-11-31
5137.4843,535.3854,2024-07-16_22-11-32
5150.0573,536.15275,2024-07-16_22-11-33
5153.3494,536.92585,2024-07-16_22-11-33
5124.5491,537.68494,2024-07-16_22-11-34
5165.2818,538.45917,2024-07-16_22-11-35
5114.1775,539.2184,2024-07-16_22-11-36
5106.6687,539.99466,2024-07-16_22-11-37
5113.3964,540.76138,2024-07-16_22-11-37
5052.4009,541.53215,2024-07-16_22-11-38
5116.6743,542.29136,2024-07-16_22-11-39
5156.7465,543.06473,2024-07-16_22-11-40
5120.4903,543.82223,2024-07-16_22-11-40
5046.083,544.59624,2024-07-16_22-11-41
5111.469,545.35547,2024-07-16_22-11-42
5063.3129,546.12764,2024-07-16_22-11-43
5092.7365,546.88945,2024-07-16_22-11-43
5127.9498,547.64825,2024-07-16_22-11-44
5077.5816,548.423,2024-07-16_22-11-45
5103.6687,549.19399,2024-07-16_22-11-46
5112.2454,549.96204,2024-07-16_22-11-47
5081.8469,550.72121,2024-07-16_22-11-47
5005.4602,551.48221,2024-07-16_22-11-48
5024.2904,552.25448,2024-07-16_22-11-49
5032.1714,553.02266,2024-07-16_22-11-50
4999.1363,553.77992,2024-07-16_22-11-50
5032.4305,554.5491,2024-07-16_22-11-51
5022.9633,555.32025,2024-07-16_22-11-52
5043.4755,556.09356,2024-07-16_22-11-53
5064.2467,556.84807,2024-07-16_22-11-53
5058.2448,557.61891,2024-07-16_22-11-54
5034.9069,558.38094,2024-07-16_22-11-55
5042.0302,559.15292,2024-07-16_22-11-56
5036.8114,559.92569,2024-07-16_22-11-56
4937.4415,560.68297,2024-07-16_22-11-57
4950.5384,561.45735,2024-07-16_22-11-58
4961.9951,562.21868,2024-07-16_22-11-59
4961.2994,562.98796,2024-07-16_22-12-00
4955.7929,563.75136,2024-07-16_22-12-00
4983.1701,564.52588,2024-07-16_22-12-01
4919.9409,565.2955,2024-07-16_22-12-02
4891.713,566.0556,2024-07-16_22-12-03
4903.1611,566.82632,2024-07-16_22-12-03
4832.1289,567.58317,2024-07-16_22-12-04
4842.6831,568.35257,2024-07-16_22-12-05
4840.3547,569.1284,2024-07-16_22-12-06
4853.6866,569.88628,2024-07-16_22-12-06
4914.6272,570.64759,2024-07-16_22-12-07
4935.5665,571.4189,2024-07-16_22-12-08
4864.2833,572.19506,2024-07-16_22-12-09
4856.6472,572.95125,2024-07-16_22-12-10
4862.3242,573.72486,2024-07-16_22-12-10
4805.9201,574.48012,2024-07-16_22-12-11
4833.3523,575.25426,2024-07-16_22-12-12
4820.8684,576.01183,2024-07-16_22-12-13
4754.5489,576.7835,2024-07-16_22-12-13
4790.5249,577.55078,2024-07-16_22-12-14
4790.4764,578.32629,2024-07-16_22-12-15
4700.2143,579.08419,2024-07-16_22-12-16
4754.6426,579.85934,2024-07-16_22-12-16
4784.4764,580.61645,2024-07-16_22-12-17
4716.6152,581.39259,2024-07-16_22-12-18
4754.8118,582.14898,2024-07-16_22-12-19
4709.4504,582.92019,2024-07-16_22-12-19
4747.8595,583.67877,2024-07-16_22-12-20
4748.2025,584.45077,2024-07-16_22-12-21
4753.5416,585.22605,2024-07-16_22-12-22
4727.3054,585.98263,2024-07-16_22-12-23
4749.5715,586.75572,2024-07-16_22-12-23
4744.6041,587.51538,2024-07-16_22-12-24
4736.1561,588.28911,2024-07-16_22-12-25
4735.4545,589.04793,2024-07-16_22-12-26
4791.0425,589.81957,2024-07-16_22-12-26
4837.4491,590.58092,2024-07-16_22-12-27
4821.5854,591.35289,2024-07-16_22-12-28
4807.6573,592.11181,2024-07-16_22-12-29
4820.9874,592.8883,2024-07-16_22-12-29
4853.9594,593.64648,2024-07-16_22-12-30
4763.3573,594.42046,2024-07-16_22-12-31
4822.893,595.17608,2024-07-16_22-12-32
4741.6502,595.95048,2024-07-16_22-12-33
4782.509,596.72237,2024-07-16_22-12-33
4816.4114,597.47993,2024-07-16_22-12-34
4822.2863,598.25372,2024-07-16_22-12-35
4836.4526,599.01113,2024-07-16_22-12-36
4910.6398,599.78653,2024-07-16_22-12-36
4901.7649,600.54648,2024-07-16_22-12-37
4796.0951,601.32092,2024-07-16_22-12-38
4797.1496,602.08034,2024-07-16_22-12-39
4845.6264,602.85182,2024-07-16_22-12-39
4835.2979,603.61799,2024-07-16_22-12-40
4852.6407,604.38073,2024-07-16_22-12-41
4908.9211,605.1516,2024-07-16_22-12-42
4786.5372,605.90711,2024-07-16_22-12-42
4832.1456,606.67818,2024-07-16_22-12-43
4775.9314,607.45003,2024-07-16_22-12-44
4837.9914,608.22198,2024-07-16_22-12-45
4840.6257,608.98036,2024-07-16_22-12-46
4856.7211,609.75037,2024-07-16_22-12-46
4887.4519,610.52436,2024-07-16_22-12-47
4899.4177,611.28343,2024-07-16_22-12-48
4897.5663,612.05922,2024-07-16_22-12-49
4869.7721,612.81597,2024-07-16_22-12-49
4806.6487,613.58553,2024-07-16_22-12-50
4870.525,614.34692,2024-07-16_22-12-51
4838.0388,615.12306,2024-07-16_22-12-52
4924.4965,615.89083,2024-07-16_22-12-52
4946.8974,616.64601,2024-07-16_22-12-53
4869.5455,617.41701,2024-07-16_22-12-54
4968.1424,618.19147,2024-07-16_22-12-55
4976.8066,618.94613,2024-07-16_22-12-56
4905.7154,619.71699,2024-07-16_22-12-56
4894.3367,620.48982,2024-07-16_22-12-57
4929.2313,621.24393,2024-07-16_22-12-58
5005.6434,622.01733,2024-07-16_22-12-59
5002.4657,622.78685,2024-07-16_22-12-59
5056.526,623.55761,2024-07-16_22-13-00
5094.5067,624.31088,2024-07-16_22-13-01
5122.1904,625.08206,2024-07-16_22-13-02
5121.0808,625.85582,2024-07-16_22-13-02
5159.2513,626.61622,2024-07-16_22-13-03
5179.4758,627.37925,2024-07-16_22-13-04
5079.9933,628.14927,2024-07-16_22-13-05
5092.9884,628.92414,2024-07-16_22-13-05
5097.0577,629.67903,2024-07-16_22-13-06
5117.6195,630.44899,2024-07-16_22-13-07
5154.2551,631.22331,2024-07-16_22-13-08
5162.5932,631.98762,2024-07-16_22-13-09
5133.5064,632.74907,2024-07-16_22-13-09
5110.8117,633.52093,2024-07-16_22-13-10
5174.2307,634.27987,2024-07-16_22-13-11
5098.0653,635.0545,2024-07-16_22-13-12
5154.0402,635.81489,2024-07-16_22-13-12
5148.3296,636.58329,2024-07-16_22-13-13
5009.6689,637.34263,2024-07-16_22-13-14
4924.7828,638.11117,2024-07-16_22-13-15
5014.5285,638.88448,2024-07-16_22-13-15
4934.1549,639.64289,2024-07-16_22-13-16
4955.5783,640.41381,2024-07-16_22-13-17
5067.9265,641.17357,2024-07-16_22-13-18
4981.2854,641.94623,2024-07-16_22-13-19
5021.1549,642.70392,2024-07-16_22-13-19
4935.2877,643.47419,2024-07-16_22-13-20
4992.8076,644.24842,2024-07-16_22-13-21
5072.2422,645.00634,2024-07-16_22-13-22
4971.5113,645.77931,2024-07-16_22-13-22
4961.2927,646.53739,2024-07-16_22-13-23
4974.7139,647.31252,2024-07-16_22-13-24
4919.3225,648.07036,2024-07-16_22-13-25
4942.8882,648.84327,2024-07-16_22-13-25
4985.163,649.61589,2024-07-16_22-13-26
4902.6964,650.37995,2024-07-16_22-13-27
4915.0333,651.15107,2024-07-16_22-13-28
4952.0626,651.91182,2024-07-16_22-13-28
5008.5932,652.67076,2024-07-16_22-13-29
4972.3281,653.44191,2024-07-16_22-13-30
4980.1203,654.20355,2024-07-16_22-13-31
4966.0746,654.97405,2024-07-16_22-13-32
4965.2253,655.74925,2024-07-16_22-13-32
4949.0528,656.50948,2024-07-16_22-13-33
4977.5927,657.28396,2024-07-16_22-13-34
4942.9243,658.05468,2024-07-16_22-13-35
4908.7349,658.81397,2024-07-16_22-13-35
4940.9331,659.578,2024-07-16_22-13-36
4911.1149,660.34788,2024-07-16_22-13-37
4907.4364,661.10803,2024-07-16_22-13-38
4920.0228,661.87897,2024-07-16_22-13-38
4940.7445,662.65171,2024-07-16_22-13-39
4818.7405,663.40795,2024-07-16_22-13-40
4817.9097,664.18152,2024-07-16_22-13-41
4825.1493,664.9501,2024-07-16_22-13-42
4792.493,665.70524,2024-07-16_22-13-42
4817.5851,666.4824,2024-07-16_22-13-43
4830.5218,667.25224,2024-07-16_22-13-44
4889.9485,668.01154,2024-07-16_22-13-45
4830.982,668.7867,2024-07-16_22-13-45
4777.3423,669.55242,2024-07-16_22-13-46
4860.4304,670.3085,2024-07-16_22-13-47
4756.2963,671.0827,2024-07-16_22-13-48
4754.7103,671.84621,2024-07-16_22-13-48
4790.2502,672.60807,2024-07-16_22-13-49
4779.1873,673.37531,2024-07-16_22-13-50
4787.7106,674.1424,2024-07-16_22-13-51
4777.4597,674.90901,2024-07-16_22-13-51
4736.0951,675.6819,2024-07-16_22-13-52
4754.8557,676.44014,2024-07-16_22-13-53
4763.6366,677.21047,2024-07-16_22-13-54
4758.4454,677.96874,2024-07-16_22-13-55
4785.1177,678.7429,2024-07-16_22-13-55
4775.466,679.50243,2024-07-16_22-13-56
4775.8358,680.27597,2024-07-16_22-13-57
4738.266,681.03385,2024-07-16_22-13-58
4725.9785,681.80766,2024-07-16_22-13-58
4790.2499,682.56821,2024-07-16_22-13-59
4769.1648,683.33687,2024-07-16_22-14-00
4741.5485,684.11171,2024-07-16_22-14-01
4810.9809,684.88277,2024-07-16_22-14-01
4773.7649,685.64139,2024-07-16_22-14-02
4749.7432,686.41219,2024-07-16_22-14-03
4782.9704,687.17078,2024-07-16_22-14-04
4753.9447,687.94151,2024-07-16_22-14-05
4773.9393,688.71525,2024-07-16_22-14-05
4840.2186,689.47224,2024-07-16_22-14-06
4811.6191,690.24073,2024-07-16_22-14-07
4881.3756,691.00064,2024-07-16_22-14-08
4882.3187,691.77481,2024-07-16_22-14-08
4971.468,692.54403,2024-07-16_22-14-09
4967.7027,693.31468,2024-07-16_22-14-10
4994.9646,694.08682,2024-07-16_22-14-11
4949.8654,694.84361,2024-07-16_22-14-11
4937.8969,695.61948,2024-07-16_22-14-12
4942.5731,696.39134,2024-07-16_22-14-13
4927.645,697.14752,2024-07-16_22-14-14
4963.685,697.9094,2024-07-16_22-14-14
5003.2492,698.68159,2024-07-16_22-14-15
4954.7198,699.45579,2024-07-16_22-14-16
4946.4128,700.22173,2024-07-16_22-14-17
4956.9327,700.9747,2024-07-16_22-14-18
4979.7372,701.74916,2024-07-16_22-14-18
5009.3069,702.51966,2024-07-16_22-14-19
4907.7144,703.28178,2024-07-16_22-14-20
4870.085,704.04994,2024-07-16_22-14-21
4936.8367,704.80777,2024-07-16_22-14-21
4944.6763,705.58064,2024-07-16_22-14-22
4934.6578,706.34956,2024-07-16_22-14-23
4961.3697,707.10917,2024-07-16_22-14-24
4958.6921,707.88249,2024-07-16_22-14-24
5041.0366,708.6552,2024-07-16_22-14-25
4943.5029,709.41178,2024-07-16_22-14-26
4994.255,710.18732,2024-07-16_22-14-27
4955.6138,710.94168,2024-07-16_22-14-28
4926.191,711.71855,2024-07-16_22-14-28
4936.2335,712.47514,2024-07-16_22-14-29
4969.7384,713.25204,2024-07-16_22-14-30
4973.2523,714.02314,2024-07-16_22-14-31
4929.0614,714.79145,2024-07-16_22-14-31
4920.6966,715.54859,2024-07-16_22-14-32
4944.069,716.32249,2024-07-16_22-14-33
4900.8473,717.08133,2024-07-16_22-14-34
4931.0569,717.8484,2024-07-16_22-14-34
5043.4655,718.624,2024-07-16_22-14-35
5006.5489,719.38067,2024-07-16_22-14-36
4996.3995,720.15516,2024-07-16_22-14-37
5051.392,720.912,2024-07-16_22-14-37
5044.3036,721.68575,2024-07-16_22-14-38
5017.0591,722.45449,2024-07-16_22-14-39
5066.5851,723.21149,2024-07-16_22-14-40
5014.8211,723.98673,2024-07-16_22-14-41
5027.0837,724.7429,2024-07-16_22-14-41
5122.7887,725.51431,2024-07-16_22-14-42
5078.4399,726.28261,2024-07-16_22-14-43
5101.345,727.05489,2024-07-16_22-14-44
5146.0047,727.81001,2024-07-16_22-14-44
5141.8874,728.58374,2024-07-16_22-14-45
5187.7464,729.35335,2024-07-16_22-14-46
5093.9678,730.12503,2024-07-16_22-14-47
5033.7743,730.87827,2024-07-16_22-14-47
5080.2012,731.64958,2024-07-16_22-14-48
5083.7038,732.4099,2024-07-16_22-14-49
5112.8182,733.17661,2024-07-16_22-14-50
5086.3284,733.94875,2024-07-16_22-14-51
5079.4264,734.7197,2024-07-16_22-14-51
5023.6143,735.47907,2024-07-16_22-14-52
5056.0456,736.25268,2024-07-16_22-14-53
5030.1216,737.012,2024-07-16_22-14-54
5047.9701,737.78585,2024-07-16_22-14-54
5035.0818,738.55392,2024-07-16_22-14-55
5087.4087,739.31143,2024-07-16_22-14-56
5094.0776,740.07973,2024-07-16_22-14-57
5162.0968,740.8411,2024-07-16_22-14-57
5146.5112,741.61553,2024-07-16_22-14-58
5062.6257,742.37486,2024-07-16_22-14-59
5156.5268,743.146,2024-07-16_22-15-00
5154.0438,743.91644,2024-07-16_22-15-00
5203.5343,744.68558,2024-07-16_22-15-01
5172.9846,745.44426,2024-07-16_22-15-02
5185.182,746.21567,2024-07-16_22-15-03
5221.5961,746.97617,2024-07-16_22-15-04
5210.0803,747.74725,2024-07-16_22-15-04
5253.7693,748.50518,2024-07-16_22-15-05
5244.4833,749.28192,2024-07-16_22-15-06
5298.0023,750.03607,2024-07-16_22-15-07
5309.4268,750.80924,2024-07-16_22-15-07
5255.8587,751.58302,2024-07-16_22-15-08
5306.7637,752.34232,2024-07-16_22-15-09
5323.4704,753.11821,2024-07-16_22-15-10
5298.5954,753.88496,2024-07-16_22-15-10
5326.6072,754.64789,2024-07-16_22-15-11
5361.6636,755.4047,2024-07-16_22-15-12
5288.2445,756.17967,2024-07-16_22-15-13
5363.02,756.93827,2024-07-16_22-15-14
5336.2254,757.7144,2024-07-16_22-15-14
5346.6713,758.47026,2024-07-16_22-15-15
5366.7591,759.24606,2024-07-16_22-15-16
5379.9797,760.00106,2024-07-16_22-15-17
5376.0491,760.77658,2024-07-16_22-15-17
5333.8878,761.54931,2024-07-16_22-15-18
5333.3977,762.31224,2024-07-16_22-15-19
5350.1909,763.0707,2024-07-16_22-15-20
5349.8124,763.84675,2024-07-16_22-15-20
5395.5997,764.6034,2024-07-16_22-15-21
5367.3619,765.37806,2024-07-16_22-15-22
5369.3545,766.13553,2024-07-16_22-15-23
5359.7865,766.90496,2024-07-16_22-15-23
5337.5297,767.68244,2024-07-16_22-15-24
5207.9451,768.44072,2024-07-16_22-15-25
5266.3659,769.20057,2024-07-16_22-15-26
5300.2342,769.9765,2024-07-16_22-15-27
5324.1328,770.74746,2024-07-16_22-15-27
5254.7189,771.50752,2024-07-16_22-15-28
5219.5217,772.28029,2024-07-16_22-15-29
5145.9299,773.03578,2024-07-16_22-15-30
5155.9542,773.81056,2024-07-16_22-15-30
5134.9824,774.56963,2024-07-16_22-15-31
5155.3075,775.34841,2024-07-16_22-15-32
5219.0999,776.11188,2024-07-16_22-15-33
5180.5977,776.87891,2024-07-16_22-15-33
5157.0372,777.63693,2024-07-16_22-15-34
5211.3589,778.40359,2024-07-16_22-15-35
5077.6353,779.18008,2024-07-16_22-15-36
5063.5041,779.93871,2024-07-16_22-15-37
5058.0184,780.71292,2024-07-16_22-15-37
5053.2322,781.47166,2024-07-16_22-15-38
5011.147,782.23794,2024-07-16_22-15-39
5027.4081,783.01104,2024-07-16_22-15-40
5096.7004,783.77195,2024-07-16_22-15-40
5108.8303,784.5468,2024-07-16_22-15-41
5147.6024,785.30843,2024-07-16_22-15-42
5147.788,786.0831,2024-07-16_22-15-43
5155.4156,786.84113,2024-07-16_22-15-43
5072.8115,787.61404,2024-07-16_22-15-44
5111.5645,788.37326,2024-07-16_22-15-45
5114.1351,789.1502,2024-07-16_22-15-46
5108.8757,789.90904,2024-07-16_22-15-46
5120.4088,790.68605,2024-07-16_22-15-47
5028.7389,791.44381,2024-07-16_22-15-48
5079.7162,792.21674,2024-07-16_22-15-49
5085.4934,792.97463,2024-07-16_22-15-50
5049.2516,793.74973,2024-07-16_22-15-50
5066.1042,794.50445,2024-07-16_22-15-51
5013.2809,795.27177,2024-07-16_22-15-52
5116.8672,796.04307,2024-07-16_22-15-53
5148.9009,796.8196,2024-07-16_22-15-53
5147.4297,797.57808,2024-07-16_22-15-54
5170.1159,798.35237,2024-07-16_22-15-55
5135.2701,799.10994,2024-07-16_22-15-56
5117.8698,799.87747,2024-07-16_22-15-56
5120.6917,800.63771,2024-07-16_22-15-57
5044.7155,801.40937,2024-07-16_22-15-58
5023.5488,802.18496,2024-07-16_22-15-59
5006.9514,802.93789,2024-07-16_22-16-00
4981.5313,803.71202,2024-07-16_22-16-00
4920.7978,804.484,2024-07-16_22-16-01
4927.5942,805.24218,2024-07-16_22-16-02
5028.6207,806.01746,2024-07-16_22-16-03
4980.7232,806.7723,2024-07-16_22-16-03
5083.7605,807.54941,2024-07-16_22-16-04
5001.2496,808.30783,2024-07-16_22-16-05
5077.9628,809.08221,2024-07-16_22-16-06
5049.585,809.84322,2024-07-16_22-16-06
5082.9352,810.61585,2024-07-16_22-16-07
5098.6171,811.38239,2024-07-16_22-16-08
5121.1972,812.15279,2024-07-16_22-16-09
5093.0963,812.90986,2024-07-16_22-16-09
5190.6131,813.67264,2024-07-16_22-16-10
5217.1442,814.44387,2024-07-16_22-16-11
5173.3073,815.21745,2024-07-16_22-16-12
5135.7753,815.97673,2024-07-16_22-16-13
5139.8141,816.75013,2024-07-16_22-16-13
5146.2805,817.51077,2024-07-16_22-16-14
5158.1673,818.28416,2024-07-16_22-16-15
5143.602,819.04192,2024-07-16_22-16-16
5139.1043,819.81583,2024-07-16_22-16-16
5094.2567,820.58458,2024-07-16_22-16-17
5002.739,821.34028,2024-07-16_22-16-18
5006.6479,822.11241,2024-07-16_22-16-19
5158.5616,822.88413,2024-07-16_22-16-19
5182.9741,823.64225,2024-07-16_22-16-20
5176.9768,824.41008,2024-07-16_22-16-21
5221.2557,825.17767,2024-07-16_22-16-22
5186.0685,825.94832,2024-07-16_22-16-23
5084.1007,826.70748,2024-07-16_22-16-23
5106.2263,827.47256,2024-07-16_22-16-24
5131.9684,828.24259,2024-07-16_22-16-25
5077.8879,829.0019,2024-07-16_22-16-26
5153.8778,829.77693,2024-07-16_22-16-26
5088.5247,830.53989,2024-07-16_22-16-27
5023.0899,831.31256,2024-07-16_22-16-28
5026.6288,832.07295,2024-07-16_22-16-29
5014.6958,832.84765,2024-07-16_22-16-29
5063.1055,833.60919,2024-07-16_22-16-30
5026.6132,834.37915,2024-07-16_22-16-31
4992.4185,835.14937,2024-07-16_22-16-32
5012.2287,835.90602,2024-07-16_22-16-32
5055.8329,836.67693,2024-07-16_22-16-33
5061.3852,837.44794,2024-07-16_22-16-34
5082.2671,838.20878,2024-07-16_22-16-35
5057.5532,838.98251,2024-07-16_22-16-36
5028.0321,839.73975,2024-07-16_22-16-36
5057.0291,840.51366,2024-07-16_22-16-37
5047.0752,841.27167,2024-07-16_22-16-38
5049.5203,842.04281,2024-07-16_22-16-39
5067.2257,842.80197,2024-07-16_22-16-39
5064.1286,843.56825,2024-07-16_22-16-40
5095.8594,844.34047,2024-07-16_22-16-41
5063.1994,845.1132,2024-07-16_22-16-42
5142.0364,845.86803,2024-07-16_22-16-42
5129.9693,846.64018,2024-07-16_22-16-43
5095.7137,847.41335,2024-07-16_22-16-44
5091.0018,848.17134,2024-07-16_22-16-45
5163.2396,848.94401,2024-07-16_22-16-46
5077.5974,849.7165,2024-07-16_22-16-46
5075.4631,850.48398,2024-07-16_22-16-47
5098.0663,851.24106,2024-07-16_22-16-48
5052.1607,852.01439,2024-07-16_22-16-49
5007.5482,852.77432,2024-07-16_22-16-49
5025.3645,853.5456,2024-07-16_22-16-50
4987.0832,854.31306,2024-07-16_22-16-51
4989.4104,855.06858,2024-07-16_22-16-52
4974.2658,855.8428,2024-07-16_22-16-52
4951.1686,856.61644,2024-07-16_22-16-53
4895.1085,857.37491,2024-07-16_22-16-54
4933.2234,858.1474,2024-07-16_22-16-55
4833.5081,858.90679,2024-07-16_22-16-55
4876.2578,859.67867,2024-07-16_22-16-56
4886.9248,860.43585,2024-07-16_22-16-57
4926.2435,861.21108,2024-07-16_22-16-58
5044.0614,861.98136,2024-07-16_22-16-59
4966.6001,862.74657,2024-07-16_22-16-59
5005.8914,863.50099,2024-07-16_22-17-00
5036.715,864.28146,2024-07-16_22-17-01
4853.9923,865.03965,2024-07-16_22-17-02
4830.7708,865.80893,2024-07-16_22-17-02
4891.5159,866.5794,2024-07-16_22-17-03
4881.3387,867.33957,2024-07-16_22-17-04
4883.1978,868.1085,2024-07-16_22-17-05
4942.0839,868.87968,2024-07-16_22-17-05
4959.3675,869.63715,2024-07-16_22-17-06
4939.9169,870.41331,2024-07-16_22-17-07
4924.9927,871.17273,2024-07-16_22-17-08
5076.0603,871.93117,2024-07-16_22-17-09
5025.4201,872.70475,2024-07-16_22-17-09
5065.2818,873.4783,2024-07-16_22-17-10
5127.917,874.23446,2024-07-16_22-17-11
5082.1788,875.00808,2024-07-16_22-17-12
5108.3859,875.76738,2024-07-16_22-17-12
5142.9247,876.54102,2024-07-16_22-17-13
5109.5438,877.30071,2024-07-16_22-17-14
5075.1102,878.07093,2024-07-16_22-17-15
5081.1405,878.84285,2024-07-16_22-17-15
4915.6279,879.60495,2024-07-16_22-17-16
4977.7199,880.36537,2024-07-16_22-17-17
4900.0724,881.14127,2024-07-16_22-17-18
5027.6115,881.9081,2024-07-16_22-17-18
5238.2609,882.67664,2024-07-16_22-17-19
5165.4524,883.43397,2024-07-16_22-17-20
5202.4608,884.20492,2024-07-16_22-17-21
5173.7975,884.97712,2024-07-16_22-17-22
5205.5788,885.73321,2024-07-16_22-17-22
5247.3957,886.50763,2024-07-16_22-17-23
5248.0796,887.26553,2024-07-16_22-17-24
5226.7604,888.03209,2024-07-16_22-17-25
5175.299,888.80002,2024-07-16_22-17-25
5178.5512,889.57118,2024-07-16_22-17-26
5191.6104,890.34449,2024-07-16_22-17-27
5177.2621,891.10102,2024-07-16_22-17-28
5142.0057,891.87399,2024-07-16_22-17-28
5168.192,892.63132,2024-07-16_22-17-29
5137.1113,893.40399,2024-07-16_22-17-30
5148.9876,894.17437,2024-07-16_22-17-31
